Gene ID	ZT_15_30: LogFC	ZT_15_30: FDR	ZT_0_15: LogFC	ZT_0_15: FDR	ZT_5_45:LogFC	ZT_5_45:FDR	ZT_11_15:LogFC	ZT_11_15:FDR
TCP1	-0.249624989	0.580229409	-0.103440817	0.787033747	-0.160390594	0.827284396	-0.309450512	0.417661067
TCP10L	0.538126611	0.905362142	-0.257734284	0.93238008	-0.676958683	0.895666963	0.021511593	1
TCP11	1.104508322	0.798459539	-0.126893607	0.980419787	1.684494189	0.739028991	-1.874751452	0.584259848
TCP11L1	0.170331353	0.848956368	0.23315037	0.594462744	0.058750285	0.97402433	0.271672112	0.666346244
TCP11L2	-0.132343247	0.933079963	-0.579351901	0.240545139	0.102785745	0.966231921	-0.005756899	1
TCTA	0.378670636	0.324563542	0.519577854	0.03170327	0.085557299	0.940653832	0.076151544	0.922090613
TCTE3	-0.749681691	0.857912643	-0.029275047	0.999137288	2.326044241	0.557567763	-0.048387015	0.998349492
TCTEX1D1	-1.4212535	0.635058227	0.266755087	0.926684246	-0.213906089	0.983149301	1.206627275	0.696248965
TCTEX1D2	0.459948821	0.795588231	-0.192973619	0.875827155	0.078259147	0.988006785	-0.225007979	0.916564093
TCTEX1D4	1.50272095	0.752348104	-1.497173357	0.617850849	-1.133273467	0.864740561	1.036988668	0.848277653
TCTN1	0.314870071	0.712979414	0.309304458	0.541802697	0.294451509	0.788239069	0.184680004	0.862175433
TCTN2	-0.198225295	0.867319022	-0.045055503	0.955979894	0.021704362	1	0.042196038	0.986220453
TCTN3	0.278673234	0.556052623	0.29509828	0.3309841	0.153297834	0.85515758	0.456676818	0.151728042
TDG	0.373487136	0.802236432	-0.041778499	0.980419787	0.202972398	0.943297626	-0.231436513	0.909868918
TDO2	1.558815577	0.752348104	-1.923927582	0.45033458	-1.644905012	0.794274823	0.639841493	0.927720647
TDP1	-0.139544978	0.90099515	0.000723468	1	0.448819929	0.523526369	0.255871999	0.733143564
TDP2	0.185393982	0.750992698	-0.224354312	0.479914254	-0.187073043	0.794860157	0.030323778	0.980075075
TDRD1	0.009566743	0.99882427	0.709844698	0.705929526	0.407175921	0.945885308	-0.51820889	0.905175308
TDRD10	-0.049933617	0.984595817	-0.229415996	0.825157702	-0.231277039	0.933314636	-1.125220573	0.125653519
TDRD12	-2.309556776	0.568639854	-2.999068973	0.246891739	-1.605463674	0.821436727	-1.874404356	0.617704182
TDRD3	-0.116481435	0.892769478	0.057559936	0.9106552	-0.156654639	0.863686821	-0.007451317	0.998349492
TDRD5	-0.309373425	0.955177771	-1.437047311	0.48009589	-1.556650374	0.692342146	-0.661507336	0.883018272
TDRD6	1.077960517	0.321590418	0.645429986	0.439853999	-0.117304073	0.975284933	0.195173333	0.933281295
TDRD7	-0.012894765	0.992354434	0.03607763	0.952455028	0.224692789	0.816519933	0.107162493	0.914469267
TDRD9	-0.384900809	0.919582585	-0.878143293	0.541802697	-0.857687441	0.801396812	0.111932037	0.986462127
TDRKH	-0.031151155	0.982844518	-0.15111846	0.789599755	-0.221667044	0.844850062	-0.525641661	0.30088573
TEAD1	-0.13561481	0.850841594	-0.054218252	0.912976121	0.00679866	1	0.034942843	0.977842742
TEAD2	-0.306077561	0.654468012	-0.438841355	0.251551649	-0.205020075	0.850494114	0.302409345	0.643024514
TEAD3	-0.112928744	0.954612306	0.78154807	0.240545139	0.023189797	1	0.801144456	0.400902345
TEAD4	-0.136982514	0.972057625	1.013140212	0.572401644	-1.899618037	0.305062934	0.135485762	0.977842742
TEC	0.172802751	0.933314808	0.137102359	0.894115594	0.445788453	0.784015585	0.693922958	0.491919929
TECPR1	0.310016611	0.912851357	0.129800825	0.942691473	-0.291489615	0.943297626	0.647630405	0.733973384
TECPR2	-0.119444378	0.922566424	-0.129645534	0.833311706	-0.022135315	0.999380613	-0.05375402	0.972596378
TECR	-0.129787715	0.90549723	-0.119025209	0.846103598	-0.341293461	0.672106229	-0.170505401	0.855043961
TECTA	-1.267580296	0.476592706	-0.638286173	0.616625501	0.222732803	0.963777934	-0.341652396	0.897706256
TEDDM1	-0.691874568	0.822610236	-0.294563977	0.87831524	1.11465929	0.726310705	0.225768642	0.961835855
TEF	-0.225918626	0.822987262	-0.188131268	0.743500988	0.146393053	0.933314636	0.220837023	0.833727617
TEK	-0.360456974	0.658695289	-0.094742114	0.897831979	-0.372555804	0.706605646	-0.617839173	0.273809346
TEKT3	0.956505063	0.800868998	-1.996657338	0.249488927	2.493285198	0.278246596	0.45850864	0.900073812
TELO2	0.119852353	0.969103196	-0.226997155	0.877403472	-0.222826351	0.958759834	0.572964287	0.749986308
TENC1	-0.232459676	0.745055789	-0.316544409	0.406033031	-0.370010867	0.552701666	-0.188846861	0.795478611
TEP1	-0.026305212	0.982844518	-0.261452899	0.476349122	0.243942259	0.759063112	0.106114054	0.907873346
TERF1	0.066246076	0.971901942	-0.087465174	0.930647178	0.369798001	0.788239069	0.453379252	0.615252477
TERF2	0.125113877	0.852285564	0.126537254	0.737582794	-0.001694629	1	0.157181975	0.783179734
TERF2IP	-0.197890542	0.783118488	-0.259203298	0.49968463	-0.057296902	0.972612489	-0.012063252	0.998349492
TES	0.183736663	0.902144591	-0.243469415	0.732954899	0.10862831	0.966231921	0.065784176	0.976255767
TESC	-0.350261008	0.928258876	-2.636826687	0.053712452	-0.527509267	0.912491243	0.420342252	0.897706256
TESK1	-0.125527702	0.907038654	0.058212181	0.929858591	-0.341752405	0.661712881	0.013806649	0.998349492
TESK2	-0.095296361	0.955177771	0.085374088	0.922804614	-0.077693371	0.97773332	-0.479666607	0.611093861
TET1	-0.311404757	0.526062089	-0.17743936	0.64438703	0.02143315	0.996395761	-0.020159877	0.99439558
TET2	-0.233907694	0.800372246	-0.606692416	0.12366914	-0.131180505	0.941202923	-0.153302223	0.891490663
TET3	0.106658331	0.955177771	-0.523386266	0.453504215	0.077729485	0.981891678	0.227951727	0.893637048
TEX10	0.089026015	0.921380308	-0.087769167	0.850372411	0.23409999	0.725862162	-0.120313775	0.878377569
TEX101	-0.792715379	0.888033268	-0.237868678	0.940553816	0.020016513	1	-0.491967163	0.938957716
TEX12	1.83360607	0.518693322	-1.358351912	0.478509231	1.044573037	0.863635656	0.444531982	0.934131984
TEX14	-0.546908919	0.856780871	1.437583926	0.246822754	-0.691977822	0.840080147	0.215554787	0.964453487
TEX2	0.113731059	0.904702432	0.32312576	0.372019592	0.08159328	0.956626465	0.019848757	0.996400861
TEX21P	0.760194288	0.897190301	-1.187255175	0.632431607	-0.778518841	0.914336882	-0.547195751	0.921634298
TEX261	0.070725404	0.933079963	0.146032306	0.667180584	0.063144145	0.956954485	0.03745608	0.971026248
TEX264	-0.132783093	0.939034423	-0.184685359	0.818679869	-0.005704811	1	-0.117264581	0.949465763
TEX9	0.776740511	0.550755825	-0.062515696	0.965325613	0.670733259	0.711934587	0.262647993	0.913174742
TF	-1.231049851	0.394429806	-1.06606	0.279449041	-1.193831146	0.456185269	-1.183199105	0.373370161
TFAM	-0.47267259	0.353838489	-0.211649884	0.639140884	0.06743512	0.969310934	-0.471074184	0.290192342
TFAP2A	-0.305194483	0.961265915	2.320889332	0.337942189	-0.468782297	0.966231921	-0.082460724	0.998349492
TFAP2C	1.451535382	0.716965838	1.461187933	0.492787512	-1.1106267	0.835925903	0.42268503	0.945976451
TFAP2E	0.866647571	0.717837527	-0.553218468	0.738695134	0.102465307	0.988006785	-0.52073694	0.859002165
TFAP4	0.605876659	0.852619293	-0.80684999	0.623691993	0.407490268	0.941741211	-1.333770206	0.514017129
TFB1M	-0.410386605	0.52079913	-0.146563234	0.784991562	0.121891369	0.942310498	-0.342025637	0.582955584
TFB2M	-0.388321795	0.643324191	-0.159433811	0.834514868	0.307185769	0.803288955	0.198544149	0.863893248
TFCP2	-0.015329748	0.98558151	-0.002662148	0.999137288	0.054703502	0.957793065	-0.079166537	0.900221958
TFCP2L1	1.197345416	0.379931988	1.71938205	0.04132273	0.770398778	0.691459042	1.781322128	0.068655955
TFDP1	0.009641685	0.995385949	0.306456669	0.466832612	0.086810049	0.959444917	-0.079408204	0.949465763
TFDP2	0.134526443	0.815363578	0.224579145	0.420353769	0.052932008	0.966231921	0.15499904	0.751770623
TFE3	0.004675336	0.997017066	0.41444967	0.181155418	0.086402474	0.949512397	0.067024653	0.949465763
TFEB	-0.284744881	0.891219309	-0.857426882	0.215855361	0.483239694	0.800312348	-0.12107123	0.968184299
TFEC	0.390084572	0.798459539	0.08306851	0.944115311	0.494054568	0.772957169	0.58473738	0.605498206
TFG	0.119820119	0.809997954	0.228831114	0.333541328	0.147347027	0.796888772	0.189728387	0.601675667
TFIP11	0.087737526	0.93538708	0.067702583	0.90539026	-0.037774493	0.985353055	0.186178658	0.79683204
TFPI	0.005554728	0.99586453	0.095120146	0.831491221	0.024330264	0.993159223	0.112481857	0.881792116
TFPI2	-0.059568615	0.985436499	0.208017155	0.892456551	-0.227110765	0.95643212	-0.105417936	0.978317914
TFPT	0.282275454	0.835894818	-0.173301471	0.840226439	0.007238213	1	0.196420627	0.902789913
TFR2	-0.117078854	0.992354434	-1.834435347	0.551671794	1.456898659	0.834077254	-0.39212324	0.964592396
TFRC	-0.078154969	0.970580861	0.503103566	0.479914254	-0.434356303	0.783378605	-0.349641745	0.786779165
TG	0.051768705	0.992770931	-0.532449187	0.822855085	0.918818585	0.812873118	0.249356172	0.963006592
TGDS	-0.145901104	0.91608912	-0.442387645	0.372932012	0.147262505	0.94320047	-0.148134226	0.908618058
TGFA	0.158451737	0.970580861	0.410635818	0.83127474	-0.220132801	0.97118782	0.576528427	0.841611738
TGFB1	0.303513808	0.895170617	-0.122129371	0.931764168	0.331503062	0.910724504	0.160914611	0.955217466
TGFB1I1	0.443056736	0.667330774	0.227389672	0.780824839	-0.069062824	0.983084466	0.16339581	0.923620496
TGFB2	-0.323467075	0.766998146	-0.260249226	0.704148832	-0.10915944	0.966685182	-0.364056782	0.696248965
TGFB3	0.405646823	0.581217759	0.422577554	0.311888803	-0.055015571	0.97851962	-0.23775963	0.783168594
TGFBI	0.193034011	0.829102669	0.495750146	0.190995965	0.343026922	0.677305063	-0.009593154	0.998349492
TGFBR1	-0.205153007	0.664118996	-0.019152118	0.971762496	0.164786888	0.81668655	-0.089874524	0.901693779
TGFBR2	0.094786157	0.874289888	0.165686533	0.533469514	0.196081519	0.689756419	0.112798334	0.822210467
TGFBR3	0.028418676	0.976415208	0.128288088	0.733574247	0.230792891	0.705280088	0.195643446	0.690478724
TGFBRAP1	0.418713701	0.451033983	0.454187862	0.208057355	0.220983233	0.825234719	0.212790439	0.767425544
TGIF1	0.37363516	0.68812015	0.071747322	0.924600678	0.36580225	0.744475881	0.065344043	0.972284731
TGIF2	0.625521019	0.584361172	-0.050445438	0.963867628	0.598864823	0.639108773	0.816170539	0.373370161
TGIF2-C20ORF24	-0.039502895	0.976415208	0.189264724	0.725410278	0.1480661	0.921089217	0.542299934	0.261000533
TGM1	1.471629798	0.576176177	1.092755229	0.571188148	1.206216546	0.706605646	1.365889018	0.560932665
TGM2	-0.244878682	0.904702432	-0.099263324	0.935691188	-0.802883702	0.516141326	-0.305043264	0.858689658
TGM3	0.129200201	0.987806663	-1.758710067	0.570233161	0.474491549	0.968748623	-0.870602061	0.901924858
TGM5	1.931133213	0.466018949	1.392078279	0.481724291	0.396362833	0.957793065	0.453303605	0.926361652
TGOLN2	0.169069591	0.702342818	0.199669676	0.436044754	0.07213724	0.941741211	0.111967575	0.83036776
TGS1	0.007144521	0.992354434	0.040027485	0.911007112	0.236882799	0.529996053	-0.006280708	0.998349492
TH1L	-0.23801628	0.661419169	-0.09749733	0.825514343	-0.138224032	0.884445461	-0.10321554	0.901923404
THADA	0.121407836	0.85350492	0.144938868	0.677744237	0.140030351	0.85929481	-0.059495657	0.946199722
THAP1	-0.14479148	0.890209207	0.008688945	0.998263109	0.85170486	0.039400666	-0.11139118	0.918678279
THAP10	-0.328595894	0.856686735	-0.096836704	0.934659437	0.164460049	0.962250157	0.216773182	0.921634298
THAP11	-0.023312627	0.985658233	-0.065023409	0.922645488	0.280915857	0.779209648	0.182408658	0.838952215
THAP2	-0.078125682	0.965044347	-0.519904106	0.381528741	0.13181031	0.961070168	-0.187075466	0.908747367
THAP3	-0.047292351	0.972757273	-0.061544154	0.926794229	-0.326217328	0.711748175	0.022950101	0.996070018
THAP4	0.019059951	0.992057123	-0.055295639	0.944389678	0.12947151	0.944337575	0.165947528	0.894835559
THAP5	-0.169615173	0.83309351	-0.23829867	0.569768715	-0.384711683	0.529589772	0.090131449	0.928447245
THAP6	-0.013464723	0.990150182	0.077937608	0.860675615	0.072743238	0.95500504	-0.029827723	0.980905288
THAP7	-0.100691388	0.970580861	-0.446225863	0.6894758	-0.09722798	0.986245048	0.176307288	0.946062107
THAP8	-0.275056404	0.882620603	0.279185425	0.785459532	0.4943485	0.781979417	0.228082883	0.907873346
THAP9	0.346447649	0.648925574	0.096199267	0.882114779	-0.176993987	0.904474074	-0.040398845	0.981605809
THBD	-0.468758309	0.676099463	0.346951263	0.654178534	-0.438390522	0.759680644	-0.894109103	0.216302277
THBS1	0.363078525	0.828087447	0.719323124	0.353443344	0.670318361	0.653218336	0.416525014	0.777892411
THBS2	-0.223458693	0.791961699	-0.029493145	0.970146173	0.070151705	0.97118782	-0.380657232	0.529426579
THBS3	0.069351432	0.951282989	0.279882235	0.513966934	0.1365769	0.926387283	-0.107744921	0.921634298
THBS4	-0.37105463	0.852713407	-0.373343062	0.742080184	-0.86787708	0.557567763	-0.544880565	0.721569932
THEM4	0.070600301	0.958738363	-0.207526539	0.747769386	-0.118302003	0.949063239	0.198416386	0.842599372
THEM5	1.009486657	0.831809393	-1.509791051	0.417211666	0.715718107	0.843642455	0.515751059	0.896475221
THEMIS	-0.41492779	0.933314808	-1.636686752	0.317614528	0.992671546	0.809717528	0.318006035	0.953079854
THG1L	0.208869523	0.867152597	-0.074627765	0.92942131	0.045108693	0.990067484	-0.462653179	0.546489434
THNSL1	-0.272003903	0.735912149	-0.104151368	0.862072276	-0.022027734	0.999380613	-0.131059597	0.907873346
THNSL2	0.089432304	0.976410835	-0.357930541	0.762639838	-0.43614461	0.863686821	0.147642608	0.960945425
THOC1	-0.157999823	0.814385331	-0.283021211	0.369821643	-0.087521761	0.943297626	-0.365880176	0.36417077
THOC2	-0.08325231	0.895170617	0.02319685	0.95244692	0.159941329	0.770665059	-0.014706872	0.994523232
THOC4	-0.08725445	0.972057625	-0.153918644	0.906282825	0.117160348	0.975284933	0.030447727	0.998349492
THOC5	-0.360245001	0.533612771	-0.243404831	0.537874978	-0.223778735	0.809071536	-0.423262565	0.380277603
THOC6	0.773779729	0.466018949	0.44203424	0.600519535	-0.189856827	0.94650809	0.03216065	0.997488748
THOC7	0.303069343	0.796323554	0.404749256	0.510733375	0.302296749	0.839626944	0.543566355	0.508964794
THOP1	0.726384627	0.509893536	1.106983458	0.099950788	-0.465947348	0.805935731	-0.217031397	0.919429771
THPO	-0.30848813	0.946554738	4.073367804	0.031971737	1.538662865	0.583658185	0.26778271	0.961978045
THRA	-0.254613332	0.647586279	0.101316164	0.829429377	-0.03563437	0.985291528	-0.007298338	0.998349492
THRAP3	-0.068079855	0.915470207	-0.111735951	0.697476952	-0.088687149	0.906865684	-0.082406245	0.8829801
THRB	0.024664511	0.983954294	-0.106397746	0.83127474	-0.051248087	0.974548188	-0.217179279	0.721791892
THRSP	-0.364073934	0.778387596	0.120725188	0.906282825	-0.17707246	0.944337575	0.010693673	1
THSD1	-0.199707964	0.924518904	0.171411956	0.875066327	0.449114827	0.811452634	-0.130018504	0.958382005
THSD1P1	-0.060324533	0.97687646	-0.372192079	0.577678186	-0.296822204	0.867164934	-0.023450464	0.998349492
THSD4	-0.334821117	0.936543673	0.794346182	0.657383073	-0.136962188	0.987758941	-0.842822994	0.736217814
THSD7A	0.377301846	0.568113873	0.187012592	0.725180014	0.097079356	0.95643212	-0.062411632	0.96512583
THSD7B	-0.032407952	0.985658233	0.388913053	0.505181452	-0.09695384	0.968429778	-0.498633701	0.517662215
THTPA	-0.119047597	0.933079963	0.082377626	0.9106552	0.104456512	0.96025005	0.00616186	1
THUMPD1	0.148443102	0.774822574	-0.12662102	0.692595451	-0.067249841	0.949184813	0.053490513	0.946999308
THUMPD2	-0.426991216	0.504093294	-0.20984507	0.702432118	-0.113735192	0.945871287	-0.04732842	0.978498156
THUMPD3	-0.123865332	0.790078197	0.116375115	0.681041482	0.196312919	0.654669656	-0.030639168	0.970387004
THY1	0.617870777	0.568113873	0.446910128	0.558139152	0.268092204	0.904565951	0.410450262	0.736706601
THYN1	-0.754676764	0.18633015	-0.709168871	0.088814181	-0.548027912	0.472038421	-0.460080875	0.503665318
TIA1	-0.179190008	0.730925605	-0.341111836	0.174618354	-0.125789709	0.877587155	-0.231316318	0.580277627
TIAF1	0.773353584	0.404129243	-0.268517561	0.746758164	0.051960055	0.992203444	0.253848441	0.865766582
TIAL1	-0.02662556	0.970866677	-0.220505167	0.338724739	0.097998596	0.892445816	-0.166451298	0.66258684
TIAM1	0.187173364	0.943088935	-0.261391102	0.842948568	0.174291547	0.966868523	0.26270842	0.914089476
TIAM2	0.303779457	0.895170617	-0.173961224	0.898772402	0.107167384	0.981520413	0.391641793	0.846504681
TICAM1	-0.077841596	0.971964938	0.178181571	0.849424075	-0.131194005	0.966231921	0.415138423	0.707369437
TICAM2	0.063721733	0.948164958	0.104457533	0.84054341	0.365762618	0.53201045	0.433975621	0.315275143
TIE1	0.099631692	0.948164958	0.014809227	0.996061622	-0.280649747	0.836350821	0.101850687	0.954153749
TIFA	-0.168378507	0.892842023	-0.435747376	0.326993351	0.45837972	0.575748031	-0.063729802	0.969980106
TIFAB	-0.408705076	0.962025769	-0.03352865	0.999137288	0.44658023	0.974396412	1.749636068	0.666346244
TIGD1	-0.210072831	0.928984592	-0.932261449	0.186701291	-0.843229573	0.506117876	-0.016700535	0.998349492
TIGD2	-0.379289968	0.698742535	-0.324647881	0.584190565	-0.263699757	0.861633275	-0.716076505	0.224544357
TIGD3	-0.303610766	0.965627963	-2.767657827	0.246822754	-1.156253019	0.864740561	0.047782675	0.998349492
TIGD4	1.704548271	0.664205202	0.260106011	0.93990747	0.735294203	0.918630368	-0.002696117	1
TIGD5	0.652519107	0.842550524	0.337213021	0.849264084	0.895562857	0.796888772	0.834069488	0.749459323
TIGD6	0.211418311	0.881770713	-0.066065969	0.94363342	0.369346059	0.783210741	0.005900024	1
TIGD7	0.423200935	0.441311167	0.309912388	0.449135504	0.110976067	0.94320047	0.300235228	0.631279282
TIGIT	-0.100631042	0.979058737	-0.435969051	0.765583981	0.344789737	0.934931059	0.436585997	0.871071642
TIMD4	-0.431453789	0.942061925	0.589180414	0.8197134	-0.118735737	0.995849847	3.289864339	0.205666829
TIMELESS	0.146099272	0.908841455	0.128718608	0.854446297	-0.06882977	0.975284933	0.113129527	0.933617647
TIMM10	-0.331022022	0.596076834	-0.19929073	0.684102993	-0.102529441	0.947863409	-0.219301451	0.756161045
TIMM13	-0.077767788	0.948645234	0.465452537	0.273398709	-0.087288321	0.966868523	-0.261148426	0.753782693
TIMM17A	0.138239107	0.818891866	0.300261779	0.275416027	0.364471849	0.37552269	0.113409412	0.862668031
TIMM17B	0.244796287	0.931761018	-0.168762928	0.913596278	-0.429028755	0.878080772	-0.384844147	0.859002165
TIMM22	-0.191243425	0.867152597	0.047720861	0.95244692	0.026072442	0.99906941	0.002639275	1
TIMM23	-0.216444441	0.65289921	0.096970335	0.80885784	-0.106210593	0.915345689	-0.158007777	0.765807181
TIMM44	0.171219519	0.943521779	-0.139819463	0.922508912	-0.619088898	0.753548337	-0.103366682	0.977248108
TIMM50	-0.389242422	0.568113873	-0.005115534	0.999137288	-0.051507827	0.981536783	0.11819683	0.919482017
TIMM8A	-0.8229691	0.647282534	-0.889336862	0.493991967	-1.234726739	0.519515413	-0.75237219	0.689418585
TIMM8B	-0.19610046	0.790078197	0.106405811	0.840447284	-0.118805569	0.932668809	-0.08350809	0.937728005
TIMM9	-0.2386135	0.700129428	-0.207763369	0.608740957	0.069336345	0.966231921	0.127309023	0.881792116
TIMP1	0.748271402	0.203949095	0.800694956	0.057028024	0.851507275	0.127784135	0.727430586	0.17149266
TIMP2	0.385172094	0.512963642	0.403620926	0.277343225	0.431344275	0.476392955	0.239753754	0.725319052
TIMP3	0.261793019	0.714576092	0.281666922	0.503929039	-0.030006351	0.993681859	0.211417955	0.776349877
TIMP4	0.173352675	0.933571945	0.111433542	0.922411683	-0.303337632	0.886636083	-0.464581257	0.696248965
TINAGL1	0.545277017	0.658132796	-0.161860735	0.86837572	-0.628290567	0.557432288	0.643224264	0.494427425
TINF2	-0.019835971	0.987806663	-0.075674725	0.906528603	0.255010179	0.788559244	0.614812937	0.14204118
TIPARP	0.383537599	0.597621792	0.251102263	0.640881326	0.268044292	0.809071536	0.509130651	0.38913864
TIPIN	-0.820085808	0.535651893	0.436589639	0.681226994	0.475613009	0.818392048	0.484057254	0.749912272
